Income,CreditScore,LoanAmount,Approved
96982,623,43684,0
39969,624,5269,1
53325,521,24001,0
37273,676,5899,0
131746,637,33537,1
55076,680,32641,0
114992,627,42538,0
35984,635,13624,1
42405,613,7113,0
36917,740,11592,1
145917,725,69972,0
83140,482,21659,0
62699,712,11535,0
96586,562,35259,1
106944,617,15921,1
34047,638,12286,0
43094,563,4513,1
46899,564,6507,0
59850,740,16794,0
77863,591,38996,0
66545,688,20749,1
76462,778,12724,1
87959,688,13732,0
157514,774,18186,1
104465,649,32813,0
136651,636,37060,1
88126,625,21622,0
70380,736,13558,1
66002,700,18808,0
45642,628,19847,0
58627,526,15018,0
88270,634,16650,1
78129,656,26965,0
54755,652,27161,0
80791,725,48199,0
21311,707,2757,0
35799,611,11349,0
52878,710,24339,1
42717,719,20625,1
51251,702,30413,0
60645,786,29452,1
43430,632,7549,0
112260,737,47046,0
117187,701,51852,1
60377,826,29202,1
98980,704,47880,0
28026,791,14335,0
38569,774,17087,1
95374,725,28664,1
71479,595,29837,0
58423,512,29101,0
36548,624,6979,0
68251,729,42060,0
88442,612,27584,0
54180,589,8804,0
50812,731,6528,0
89373,657,34034,0
66468,732,22340,0
45898,706,10443,1
70365,742,23357,0
106443,520,27998,0
98581,629,55997,0
52798,622,23904,0
23777,680,7929,0
82976,659,25693,0
74943,742,37310,1
72936,536,27692,0
48304,776,7381,1
46974,686,27400,0
72548,826,23048,1
33416,829,13668,0
67988,614,37071,0
50694,604,20107,0
65728,606,27591,0
37232,621,11802,0
192361,617,33030,1
65310,698,18044,0
93638,615,35725,0
73628,642,15308,1
53031,775,4983,1
86738,461,18138,0
41821,625,14346,0
33254,631,16062,0
55496,637,24070,0
26824,625,14662,0
63778,658,27818,0
75541,599,28123,0
45622,563,10965,0
41639,646,12605,0
60607,850,7922,1
51412,637,6598,0
78319,700,43096,0
54319,760,32303,0
68947,731,36304,0
93814,845,52064,0
108640,667,62578,0
82224,631,22886,0
75899,576,34355,0
44592,767,4862,1
43097,616,23775,0
44865,607,23860,0
76502,661,13721,0
144408,752,47336,0
65693,647,36410,0
190090,652,50759,1
98816,633,45735,0
75400,660,10503,1
67578,562,30807,0
178476,667,78925,0
70530,625,26686,0
34614,558,9375,0
78955,598,24996,0
73239,628,9938,1
48785,623,26981,0
102628,704,50668,0
58026,691,33953,0
89355,582,17586,1
38089,675,22622,0
33764,571,10723,0
59067,687,27461,0
121074,603,17057,1
74635,632,9187,1
36003,630,13099,0
90763,704,12595,1
40177,661,8722,0
67711,676,32928,0
65461,551,19620,0
56244,651,10308,0
45441,600,5135,1
72397,549,16767,0
49625,619,25351,0
93046,625,14759,0
131737,633,39968,1
20342,560,4590,0
49304,794,5855,1
40449,599,23090,0
112999,742,26959,0
37344,624,10939,0
81973,679,43957,0
100724,628,11299,1
52945,734,9443,0
84763,585,35076,0
77021,640,31194,0
72402,652,21641,0
36094,760,5644,1
28833,799,5933,0
79143,671,19197,1
59492,686,11779,0
73380,655,28390,0
28478,551,4889,0
105612,656,15479,0
62158,430,23909,0
59379,681,24799,0
86529,632,48131,0
41971,576,8651,0
61260,531,29955,0
181023,674,47529,0
62581,690,21378,0
127058,520,35954,0
29016,630,13328,0
122123,758,47234,1
128203,653,72856,0
44415,717,16043,0
103530,630,52130,0
55037,680,21465,1
32052,774,20164,0
35368,637,11125,0
115568,538,43636,0
84468,671,14234,0
87050,583,12056,0
157299,675,49612,0
52587,640,16600,0
52204,713,12939,1
131274,597,61567,0
63846,748,23348,1
27385,575,11882,0
36022,672,17667,1
121165,535,20738,0
57238,676,26545,1
141399,600,66839,1
104260,502,51728,0
102571,636,44720,0
131188,680,50727,0
64014,686,25074,0
23234,575,6339,0
46127,527,12916,0
59888,702,7277,1
29819,663,6479,0
91214,646,32846,1
43018,677,7419,0
44606,637,6085,0
32524,653,8340,0
24530,803,4720,0
88086,575,36387,0
77024,727,15911,1
50916,563,15392,0
97509,568,38525,0
32744,668,3857,0
67644,537,30276,0
64108,501,13569,0
115818,533,35348,0
88392,600,40059,0
108259,663,63925,0
34446,803,4564,1
75142,691,8800,1
73652,625,30886,0
50337,613,28255,0
39290,591,16807,0
29258,699,9562,0
62758,539,32384,0
54810,649,4859,0
37310,611,14324,0
40542,733,10452,0
62320,699,21468,1
33450,811,20559,0
22059,734,13243,0
38260,691,21215,0
126052,671,58317,0
43161,688,23040,0
64223,526,21338,0
65002,769,18422,0
40866,557,6938,0
81741,607,22793,0
65677,811,41417,0
71967,611,41193,0
44489,615,23299,0
106869,614,46572,0
64309,753,40232,1
51131,646,22939,0
76557,646,16171,0
31202,821,12299,0
35302,693,13729,0
57214,518,20701,0
36513,690,15618,0
45930,532,21148,0
93690,543,28539,0
161495,585,37972,1
83909,619,20241,1
46472,692,18946,0
64073,641,5821,0
108562,577,18392,0
74307,630,28842,0
29088,743,4357,1
67138,819,8906,1
87640,768,36183,0
74715,669,7221,0
84775,584,18132,0
44842,850,12601,1
78331,480,38098,0
64117,537,33440,0
57421,654,6280,0
59613,743,5588,0
91961,633,25005,1
59796,619,30771,0
47973,677,25919,0
73095,636,34232,0
30780,583,17394,0
20000,595,7420,0
102553,557,38794,0
33042,702,15817,0
57742,636,10131,0
60332,603,14583,0
47337,643,4988,0
154768,635,55863,0
38674,596,17421,0
81801,705,48735,1
100530,698,56496,0
56044,717,31082,0
69251,667,40815,0
50702,615,6813,0
120061,603,60745,0
42808,771,16399,0
51565,555,12950,0
47168,597,7712,0
56225,673,17777,0
31143,735,3161,0
89336,699,8496,0
43820,582,18538,0
90249,723,44309,0
113584,747,37955,0
45597,577,12417,0
48276,667,22681,0
66743,588,20894,0
37481,539,19208,0
54628,623,14783,0
64070,742,21325,0
45472,699,20120,0
64919,694,33828,0
126601,702,34127,1
52610,639,23900,0
68446,721,28042,0
92804,820,42134,1
58924,536,30721,0
35885,631,9599,0
28936,604,3564,0
77296,565,11080,0
135021,651,64297,0
33796,659,3911,0
74345,646,28331,1
34648,763,4483,1
74456,568,28635,0
132710,626,12689,1
46669,768,4440,1
70523,583,17887,1
124311,588,20859,0
51641,629,22491,0
46685,767,12396,1
100726,692,9780,0
57923,638,25174,0
55380,546,5323,0
91643,563,38787,0
70758,641,33650,0
108761,673,58181,0
34186,629,3292,0
114836,595,19061,0
69435,663,31750,0
33043,544,16179,0
49807,732,12490,1
29054,640,5855,1
45202,491,22656,0
52934,597,12029,0
72190,610,8241,0
105983,743,60059,0
36974,683,19178,0
31335,463,9468,0
57442,673,24685,0
30349,565,9267,0
52302,684,12468,0
73590,633,13972,0
40153,677,12576,0
46075,669,13052,0
93728,623,31592,1
44250,705,21124,0
103096,678,33119,0
72397,649,15161,0
115486,712,55817,0
106057,619,33444,0
75383,692,40648,0
57096,709,15684,0
76537,596,42501,0
115518,588,37000,0
94720,578,42215,0
195514,593,106160,0
85569,789,29779,1
37942,638,20891,0
90445,678,12382,1
44306,557,12065,0
31727,623,12252,1
33439,701,18656,0
65990,563,16608,0
75876,672,31361,0
93168,659,44318,0
73982,653,38285,0
149814,777,76812,0
101429,705,10687,0
63282,754,17286,1
72618,701,7768,0
114551,629,41858,0
36628,649,21487,0
53421,784,7235,1
136952,548,15367,1
121102,729,57560,0
85191,472,14577,1
56973,656,20682,0
39915,655,22222,0
36229,646,17704,0
109647,651,45357,0
58674,564,21266,0
67785,781,39589,0
85366,731,37001,0
100876,594,51846,0
66363,639,15674,1
25590,763,4128,1
90479,635,15691,0
133315,616,34319,0
96800,808,30736,1
73009,724,43678,0
51382,524,11157,0
64488,622,16047,0
47430,599,26753,0
90834,451,46689,0
78356,706,46228,0
43934,725,11727,1
125918,543,36634,0
49143,687,16383,1
67823,612,28643,0
55826,685,30414,0
38705,508,14370,0
63652,596,31488,0
25798,809,8278,0
57178,627,16416,0
50354,774,12930,1
74009,754,11268,1
76294,546,35065,0
51522,582,16498,0
20000,706,7416,1
82599,591,23670,0
87469,697,30931,1
39875,642,6852,0
63227,577,16055,0
75170,805,17831,1
102543,570,21692,0
115398,596,50076,0
113486,526,51610,0
47780,721,24897,0
44329,620,12999,0
49487,754,10169,1
92727,803,29135,1
59088,645,27713,0
78124,579,41182,0
49036,585,21445,0
65548,614,27247,0
42213,509,21958,0
88978,553,33119,0
26757,715,11622,0
234455,686,52375,0
67190,569,9719,0
178786,637,51354,1
140759,725,57302,0
84607,643,39625,0
83529,632,26353,0
175282,556,62858,0
90287,595,44773,0
49735,770,12939,1
62166,513,28936,0
28118,820,15172,0
85485,557,8945,0
61815,674,34103,0
21516,702,2312,0
68377,625,28452,0
62459,658,26026,1
30969,597,9190,0
37448,718,19558,0
54342,722,28703,0
97154,662,50257,0
86276,720,25761,0
42498,632,16375,0
55629,642,11054,1
50824,655,17694,0
60727,836,21740,0
47165,562,12260,0
64627,646,31574,0
52455,577,17323,0
76954,723,8677,1
59394,717,35800,0
72104,612,10921,0
180589,634,73199,0
127456,636,24137,1
59439,594,23535,0
178223,708,96223,0
59876,612,18812,0
20613,577,1905,0
59732,685,17953,0
55022,695,11145,1
89605,744,44146,1
102041,635,50027,0
32889,695,13018,0
87326,681,48153,0
69402,639,31052,0
43160,599,10664,0
148648,646,59815,0
48880,527,22917,0
147701,697,14138,1
105851,671,57228,1
90229,619,48916,0
50593,752,8243,0
57746,629,29050,0
68441,701,25562,0
80313,650,16415,0
56184,700,33303,0
58515,707,25725,1
50270,628,26824,0
78793,678,9894,1
75281,673,43101,0
101587,708,44862,0
34341,614,3594,0
76187,658,12679,1
126203,654,67104,0
92210,645,45014,1
100517,559,14087,0
67659,703,17927,0
32468,629,7603,0
65130,563,10137,0
65968,664,8445,0
21347,623,4897,0
88654,631,38635,0
81434,675,9012,0
59110,616,31747,0
56859,645,20533,0
62236,677,26881,0
52610,745,17040,1
97699,602,44917,0
107001,806,50614,0
97129,746,26620,0
56749,612,28226,0
55175,673,27192,0
75073,721,23238,1
111106,661,45864,0
51455,683,5817,1
67161,630,23865,0
111475,731,40787,1
44198,779,8690,1
63140,705,12648,0
106480,660,34490,0
197936,540,99262,0
120409,767,21915,0
94111,603,23612,0
91553,694,51162,0
81781,687,21750,1
107910,702,44666,0
47905,648,25828,1
37175,663,12675,0
66051,569,19022,0
33430,773,15079,0
78203,502,29670,0
94990,524,16220,0
72670,529,34904,0
89784,627,36965,0
67566,589,21871,0
193136,633,31154,1
59601,677,33840,0
56741,717,6389,0
33973,792,8260,1
126904,553,48328,0
144589,699,30893,0
88324,586,14794,0
26425,727,14404,0
97150,543,44315,0
152863,689,58674,0
199924,662,25769,1
38666,650,16399,0
49202,638,28396,0
52506,654,19409,0
78663,681,24397,1
83727,732,20680,1
51163,565,15641,0
33054,536,15281,0
123522,716,20769,1
159206,521,72875,0
25819,679,2401,1
80541,587,42530,0
88126,724,21472,1
72502,743,37073,0
51337,662,7465,1
64328,566,18711,1
59865,610,19924,0
101765,698,57876,0
79293,669,20492,0
84742,655,34514,0
71348,692,25278,0
87540,586,16707,0
43686,656,21772,0
135876,605,25304,0
48220,637,7843,1
27260,661,8952,0
36141,805,10209,1
44035,690,20259,0
55604,630,19573,1
42599,696,15145,0
62477,680,30277,0
75213,646,43983,0
174811,711,28718,1
34956,616,4579,0
51754,455,20630,0
37111,650,8626,0
102144,575,56504,0
61738,733,26643,0
60193,744,25775,0
73283,776,43306,0
61275,650,19242,0
22564,590,12792,0
60770,567,11569,0
96344,679,45751,0
59626,609,6754,0
73574,654,12714,0
85502,665,16839,1
36289,582,11718,0
92794,484,23874,0
55550,576,12535,0
122111,703,61910,0
95630,630,51454,0
104670,603,33123,0
110466,551,26536,0
159575,556,35042,0
44428,620,15308,0
74080,659,21768,0
37254,583,10993,0
25746,611,10310,0
93829,624,42257,1
52204,733,10882,0
86998,668,12033,1
62691,569,29595,0
30999,651,3266,0
102964,597,19006,1
140164,624,46640,0
79372,635,23359,0
33524,497,4206,0
72464,696,14641,0
79179,610,22688,0
42944,775,10030,0
106964,524,28387,0
70989,575,21036,0
40723,724,17524,0
92394,646,46377,0
57350,591,15995,1
93636,711,8873,1
68423,680,33393,0
36594,734,21041,0
62714,573,27044,0
35639,607,9524,0
59428,722,5432,0
68679,588,35888,0
24729,466,6480,0
82608,732,26341,1
43138,786,11022,1
87911,627,40411,0
66145,617,30885,0
37572,632,7966,0
20000,627,10029,0
100155,728,55412,1
92775,627,36473,0
100863,655,25379,1
123660,603,38883,0
57729,618,18855,0
60241,504,6012,0
34136,753,8732,1
65679,624,6515,1
45839,689,11974,0
34009,743,3499,1
43564,774,22572,0
54576,619,15117,0
72727,725,18131,0
29374,624,4633,0
94952,611,53450,0
52959,685,11081,1
65032,652,22938,0
59344,420,15109,0
80240,518,27457,0
41716,540,7742,0
20000,653,2265,0
62632,694,8772,0
53263,629,20900,1
31468,647,14082,0
95909,583,41809,0
29824,666,9605,0
64585,773,23898,0
52698,582,8547,0
93573,531,37534,0
147530,657,32434,1
49873,657,4652,0
104905,721,30060,0
45302,641,5388,1
40585,604,9655,0
31443,590,3896,0
91519,656,34795,0
144551,687,86463,0
38710,622,4017,0
38372,536,11898,0
38854,583,5402,0
47937,654,21322,0
72604,615,24181,1
82277,631,46837,0
72875,575,12567,0
32882,698,16991,0
67854,565,28941,0
124655,627,36907,0
93147,577,47125,0
140384,678,79159,0
48067,786,24353,1
59482,681,16876,0
110639,555,20064,1
81451,568,33399,0
35682,629,11036,0
81567,692,47848,1
65092,499,23031,0
59295,610,11981,0
62401,746,15256,0
88948,626,41451,0
59146,554,5769,0
70272,731,31554,1
141191,614,11920,0
62854,617,21853,0
100569,847,22121,1
25674,675,8132,0
73127,593,9666,0
70116,724,14561,1
41322,592,16399,0
57849,647,10119,1
75467,646,41397,0
39441,523,12586,0
44010,626,18568,0
116581,666,44548,0
75952,703,44241,0
47940,686,8447,1
51077,621,11490,0
168078,594,92827,0
94411,614,26560,0
58345,596,9299,1
67616,705,21433,0
53255,593,25406,0
80447,724,8680,1
89283,850,50825,1
93407,661,22493,1
71826,624,8096,0
27551,664,6117,0
67539,754,17174,0
58665,662,20479,0
44603,561,7851,0
94169,615,39129,0
56377,450,10505,0
129521,628,52815,0
53518,550,11645,1
42334,698,23995,1
45967,716,18974,0
105227,607,58779,0
69680,625,11295,0
91222,602,27080,0
52010,615,11210,0
83901,594,42576,0
58906,705,32167,1
39880,592,16692,0
43916,696,5504,1
123821,665,34418,0
72035,709,24156,0
89522,645,15259,0
82229,491,38178,0
104223,685,49577,0
61013,643,13779,0
111573,550,40773,0
40278,675,21109,0
68214,577,8570,1
133931,670,43894,0
128157,647,35387,1
38172,679,10912,0
82684,655,29505,0
39551,519,9656,0
32022,540,9580,0
58129,709,5665,0
75999,815,23989,0
75101,816,40871,0
52540,683,12554,1
73584,688,28778,1
37798,670,13913,0
107448,601,49144,1
68016,632,14631,0
132682,690,34728,0
65686,783,8086,1
49544,604,13913,0
250000,714,34530,1
164621,790,95178,0
103867,690,15043,0
106378,574,21939,0
160106,701,32487,0
51213,673,24695,0
41916,645,9791,1
123209,674,57799,0
53063,633,7393,0
49903,500,5669,0
55512,569,15933,1
61881,683,26920,0
41524,662,23007,0
33123,731,15768,0
50181,562,19068,0
25357,596,11946,0
42282,598,15001,0
68231,704,34553,0
51840,664,22086,0
23906,745,6927,0
54672,637,26495,0
67905,502,25093,0
75453,611,9314,0
26033,658,3895,0
50544,458,8712,0
52082,673,21020,0
63852,686,22807,0
52370,576,14610,0
64948,711,22142,0
42254,556,5591,0
147206,670,21304,0
91917,508,19079,0
39475,661,15728,0
57689,604,26653,0
91101,712,26167,1
64579,772,20365,0
50104,621,7362,1
57599,650,22807,0
95770,458,10402,0
100676,688,43896,0
125853,609,34179,0
64299,798,7490,1
83325,731,47327,1
48357,601,20480,0
37068,626,5927,1
78977,691,38319,0
44935,738,11347,1
39954,588,4913,0
45724,511,7259,0
57922,605,18271,0
128768,681,20620,1
61376,552,11816,0
88439,725,24917,0
72771,640,30649,0
85311,671,38005,0
58695,783,6315,1
167985,550,87386,0
72322,765,28078,0
66624,649,28279,0
26398,658,6315,0
60076,633,14448,0
83227,698,23269,0
38513,611,7449,0
92656,622,11592,0
34450,595,10581,0
63764,455,24584,0
103588,702,59230,1
36960,573,12107,0
70764,660,10742,0
31453,646,11959,0
46284,734,25661,0
26766,695,4932,1
72394,634,40886,0
80283,535,39617,0
73426,692,32660,0
88240,740,41581,0
122961,667,13958,1
151176,685,34829,1
92592,597,15678,1
36560,617,8124,0
38755,625,15567,0
64686,648,16625,0
87956,721,15028,1
58292,850,19759,1
57674,563,9847,0
181359,662,30145,1
47063,540,15710,0
37053,593,14794,0
86020,788,30276,0
55030,740,9815,1
81908,781,48511,1
101512,665,52020,0
88546,674,47607,0
43461,665,8874,1
60805,513,19697,0
45288,633,14449,0
62603,573,9865,0
62790,670,33776,0
55266,720,22867,1
104353,543,23580,1
74231,545,34353,0
70777,625,39222,0
47879,704,20498,0
160171,756,38081,1
28803,560,12635,0
81239,553,7000,0
143695,603,46914,0
42843,725,26122,0
60704,658,13702,0
150230,698,14160,0
73311,520,15527,0
68378,666,39639,0
103931,705,15426,1
64118,677,35277,0
73506,725,15830,1
84450,517,40017,0
31629,638,18049,0
44381,740,10347,1
118385,628,52134,0
64229,634,24065,0
63726,555,11339,0
110852,630,42672,0
96312,835,21875,1
87638,572,18484,1
42793,663,12798,0
66036,719,38087,0
58793,654,32511,0
112902,586,39373,0
63075,575,14785,0
42717,724,21582,0
45683,776,16267,0
48444,521,19487,0
50271,550,21407,0
41404,639,11761,0
86300,699,33041,0
53364,747,23246,0
137996,542,37651,1
69089,624,25783,0
20578,630,11526,0
93217,506,47968,0
98482,783,36578,1
96902,680,11644,1
37651,560,19435,0
45729,767,25114,0
50593,757,18122,0
33336,572,18082,0
22995,643,7200,0
47242,664,6190,0
126638,592,33736,0
41623,548,21356,0
55783,619,11908,0
55382,700,14215,0
63473,670,29103,0
25617,642,12628,0
40283,567,19337,0
153753,742,79924,0
69897,683,27231,1
62884,651,8639,0
74319,591,21255,0
35801,701,15071,0
94734,611,25380,0
38057,693,11771,1
36477,629,19876,0
33344,570,15253,0
74793,678,12434,1
40445,633,10880,0
84163,529,8938,0
66231,533,17769,0
69403,574,25654,0
47414,732,18457,0
62078,759,11018,1
77519,585,29407,0
34172,536,5476,0
92264,574,42077,1
52853,685,8368,0
68834,734,22800,0
50582,609,7944,1
79576,464,23673,0
59345,596,19335,0
71127,670,37636,0
94676,502,42624,0
99504,618,14279,1
103623,613,23358,1
67949,638,31532,0
60163,782,15388,1
58053,772,29862,0
62788,801,38885,0
73086,761,19737,1
168956,625,91005,0
94980,610,27168,0
30494,721,6499,1
34463,625,6974,0
33296,581,13633,0
69750,731,29482,0
42188,637,5758,1
40197,691,14319,0
20304,616,7928,0
34058,611,8053,1
58743,646,33493,0
70296,563,17030,0
60037,655,35148,0
31095,680,13664,0
68223,671,24828,0
33931,645,11422,0
100843,731,30541,0
62653,704,35707,0
130184,477,58491,0
61643,642,22059,0
70023,518,25270,0
93566,658,25128,1
72035,738,26421,0
48906,629,9372,0
55133,734,21632,1
74379,614,25915,0
39215,561,9242,0
54710,655,22026,1
43489,577,18388,0
90596,695,12054,1
78088,644,43046,0
57849,685,34761,0
103676,590,46117,0
63607,713,7997,1
50532,607,9787,0
47483,704,25160,0
